name,type,description
Technetium Tc-99m oxidronate,small molecule,
Oxygen,small molecule,
Protamine sulfate,biotech,
Sincalide,small molecule,
Sonidegib,small molecule,
Uridine triacetate,small molecule,
Water,small molecule,
Iron saccharate,small molecule,
Ferric pyrophosphate,small molecule,
Florbetaben (18F),small molecule,
Florbetapir (18F),small molecule,
Flutemetamol (18F),small molecule,
Nitrogen,small molecule,
Sodium Chloride,small molecule,
Sodium Citrate,small molecule,
Helium,small molecule,
Iopromide,small molecule,
Carbon dioxide,small molecule,
Trypan blue free acid,small molecule,
Technetium Tc-99m tetrofosmin,small molecule,
Technetium Tc-99m sestamibi,small molecule,
Technetium Tc-99m exametazime,small molecule,
Technetium Tc-99m disofenin,small molecule,
Technetium Tc-99m pyrophosphate,small molecule,
Etizolam,small molecule,
Dosulepin,small molecule,
4-Phenylfentanyl,small molecule,
3-Allylfentanyl,small molecule,
β-Hydroxythiofentanyl,small molecule,
β-Methylfentanyl,small molecule,
Brifentanil,small molecule,
Butyrfentanyl,small molecule,
Lofentanil,small molecule,
Mirfentanil,small molecule,
p-Fluorofentanyl,small molecule,
Phenaridine,small molecule,
R-30490,small molecule,
Thienylfentanyl,small molecule,
Trefentanil,small molecule,
Benzylfentanyl,small molecule,
Dasabuvir,small molecule,
Edivoxetine,small molecule,
Viloxazine,small molecule,
Nisoxetine,small molecule,
Lortalamine,small molecule,
Amedalin,small molecule,
Daledalin,small molecule,
Talopram,small molecule,
Talsupram,small molecule,
Tandamine,small molecule,
"CP-39,332",small molecule,
Etoperidone,small molecule,
Lorpiprazole,small molecule,
Lubazodone,small molecule,
Mepiprazole,small molecule,
Lobeglitazone,small molecule,
Netoglitazone,small molecule,
Rivoglitazone,small molecule,
Ciglitazone,small molecule,
Cirazoline,small molecule,
Synephrine,small molecule,
Arotinolol,small molecule,
Moxisylyte,small molecule,
Trimazosin,small molecule,
AS-8112,small molecule,
Pegloticase,biotech,
Pholcodine,small molecule,
Piracetam,small molecule,
Limaprost,small molecule,
Loxoprofen,small molecule,
Dexibuprofen,small molecule,
Dexketoprofen,small molecule,
Droxicam,small molecule,
Tolfenamic Acid,small molecule,
Firocoxib,small molecule,
Clonixin,small molecule,
Bisoxatin,small molecule,
Nicorandil,small molecule,
Polaprezinc,small molecule,
Fibrinogen Human,biotech,
Blonanserin,small molecule,
Melperone,small molecule,
Zotepine,small molecule,
RP5063,small molecule,
Barnidipine,small molecule,
Conestat alfa,biotech,
Aranidipine,small molecule,
Azelnidipine,small molecule,
Benidipine,small molecule,
Cilnidipine,small molecule,
Cronidipine,small molecule,
Darodipine,small molecule,
Efonidipine,small molecule,
Lacidipine,small molecule,
Levamlodipine,small molecule,
Manidipine,small molecule,
Niguldipine,small molecule,
Niludipine,small molecule,
Methylene blue,small molecule,
Moxonidine,small molecule,
Hydracarbazine,small molecule,
Pirlindole,small molecule,
Toloxatone,small molecule,
Benmoxin,small molecule,
Iproclozide,small molecule,
Mebanazine,small molecule,
Octamoxin,small molecule,
Pheniprazine,small molecule,
Phenoxypropazine,small molecule,
Pivhydrazine,small molecule,
Safrazine,small molecule,
Caroxazone,small molecule,
Dextran,small molecule,
Tegafur,small molecule,
Gimeracil,small molecule,
Bemiparin,small molecule,
Reviparin,small molecule,
Parnaparin,small molecule,
Certoparin,small molecule,
Imidafenacin,small molecule,
Patiromer,small molecule,
Idarucizumab,biotech,
Lixisenatide,small molecule,
Technetium Tc-99m tilmanocept,small molecule,
Strontium ranelate,small molecule,
Picosulfuric acid,small molecule,
Phenylacetic acid,small molecule,
Ubidecarenone,small molecule,
Cimetropium,small molecule,
Eluxadoline,small molecule,
Doxofylline,small molecule,
Artesunate,small molecule,
Bismuth Subcitrate,small molecule,
Sodium aurothiomalate,small molecule,
Choline C 11,small molecule,
Activated charcoal,small molecule,
Fimasartan,small molecule,
Lumacaftor,small molecule,
Magnesium Trisilicate,small molecule,
Molsidomine,small molecule,
Trapidil,small molecule,
Imolamine,small molecule,
Morniflumate,small molecule,
Pipamperone,small molecule,
Polyethylene glycol,small molecule,
Propacetamol,small molecule,
Tianeptine,small molecule,
Ramosetron,small molecule,
Rolapitant,small molecule,
Sacubitril,small molecule,
Iodide I-131,small molecule,
Talniflumate,small molecule,
Ombitasvir,small molecule,
Paritaprevir,small molecule,
Silibinin A,small molecule,
Tenofovir alafenamide,small molecule,
Butylscopolamine,small molecule,
Chondroitin sulfate,small molecule,
Alirocumab,biotech,
Evolocumab,biotech,
Setiptiline,small molecule,
Aptazapine,small molecule,
Metralindole,small molecule,
Oxaprotiline,small molecule,
Solithromycin,small molecule,
Kitasamycin,small molecule,
Coagulation Factor XIII A-Subunit (Recombinant),biotech,
Polycarbophil,small molecule,
Antilymphocyte immunoglobulin (horse),biotech,
Ioxaglic acid,small molecule,
Technetium Tc-99m pertechnetate,small molecule,
Xenon-133,small molecule,
Thallous Chloride,small molecule,
"Synthetic Conjugated Estrogens, A",small molecule,
"Synthetic Conjugated Estrogens, B",small molecule,
Carbenicillin indanyl,small molecule,
Procaine benzylpenicillin,small molecule,
Zinc oxide,small molecule,
Zinc sulfate,small molecule,
Benzathine benzylpenicillin,small molecule,
Sulbactam,small molecule,
Sodium fluoride,small molecule,
Ammonia N-13,small molecule,
Tegafur-uracil,small molecule,
Vayarin,small molecule,
"Antihemophilic Factor (Recombinant), PEGylated",biotech,
Osimertinib,small molecule,
Daratumumab,biotech,
Kappadione,small molecule,
Iopodic acid,small molecule,
Seractide acetate,biotech,
Alatrofloxacin,small molecule,
Technetium Tc-99m nofetumomab merpentan,small molecule,
Medical air,small molecule,
Mersalyl,small molecule,
Indium In-111 imciromab pentetate,biotech,
Tyropanoic acid,small molecule,
Glucose,small molecule,
Propoxycaine,small molecule,
Tipiracil,small molecule,
Invert sugar,small molecule,
Pramocaine,small molecule,
Metrizoic acid,small molecule,
Acetrizoic acid,small molecule,
,small molecule,
Gastric intrinsic factor,biotech,
Piperonyl butoxide,small molecule,
Levobetaxolol,small molecule,
Hydroxyamphetamine,small molecule,
Sulfur,small molecule,
Sulfabenzamide,small molecule,
Dexpanthenol,small molecule,
Rauwolfia serpentina root,small molecule,
Procaine merethoxylline,small molecule,
Propyliodone,small molecule,
Polyestradiol phosphate,small molecule,
Norethynodrel,small molecule,
Tannic acid,small molecule,
Trolamine polypeptide oleate condensate,small molecule,
Indocyanine green acid form,small molecule,
Chymotrypsin,small molecule,
Lapyrium,small molecule,
Fluprednisolone,small molecule,
Sutilain,biotech,
"Estrogens, esterified",small molecule,
Meprednisone,small molecule,
Norgestrel,small molecule,
Amino acids,small molecule,
Phosphoric acid,small molecule,
Sodium acetate,small molecule,
Technetium Tc-99m sulfur colloid,small molecule,
Fluoride ion F-18,small molecule,
Isosorbide,small molecule,
Iocetamic acid,small molecule,
Magnesium chloride,small molecule,
Magnesium acetate tetrahydrate,small molecule,
Monopotassium phosphate,small molecule,
Dipotassium phosphate,small molecule,
Potassium perchlorate,small molecule,
Xylose,small molecule,
Iodide I-123,small molecule,
Protirelin,small molecule,
Soybean oil,small molecule,
Indium In-111 pentetate,small molecule,
Safflower oil,biotech,
,small molecule,
Insulin Beef,biotech,
Tartaric acid,small molecule,
Sodium carbonate,small molecule,
Glycerin,small molecule,
Sodium sulfate,small molecule,
Indium In-111 oxyquinoline,small molecule,
Enalaprilat,small molecule,
Rubidium Rb-82,small molecule,
Magnesium carbonate,small molecule,
Sodium monofluorophosphate,small molecule,
Iotrolan,small molecule,
Acrivastine,small molecule,
Indium In-111 chloride,small molecule,
Technetium Tc-99m red blood cells,biotech,
Cetyl alcohol,small molecule,
Avobenzone,small molecule,
Octinoxate,small molecule,
Strontium chloride Sr-89,small molecule,
Thiosulfuric acid,small molecule,
Fludeoxyglucose F-18,small molecule,
Urea C-13,small molecule,
Talc,small molecule,
Simethicone,small molecule,
Urea C-14,small molecule,
Mequinol,small molecule,
Sodium ferric gluconate complex,small molecule,
Hydroquinone,small molecule,
Secretin porcine,biotech,
Human secretin,biotech,
Ecamsule,small molecule,
Octocrylene,small molecule,
Titanium dioxide,small molecule,
Iodine povacrylex,small molecule,
Omega-3-acid ethyl esters,small molecule,
Methyl salicylate,small molecule,
Iobenguane sulfate I-123,small molecule,
Desoxyribonuclease,small molecule,
Thonzonium,small molecule,
Dexchlorpheniramine maleate,small molecule,
Necitumumab,biotech,
Sodium glycerophosphate,small molecule,
Choline C-11,small molecule,
Insulin Degludec,biotech,
Olive oil,small molecule,
Omega-3-carboxylic acids,small molecule,
Ixazomib,small molecule,
Levmetamfetamine,small molecule,
Corynebacterium diphtheriae,biotech,
Neisseria meningitidis group C capsular polysaccharide antigen,biotech,
Haemophilus influenzae type b strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen,biotech,
Rotavirus Vaccine,biotech,
"Rabies virus inactivated antigen, A",biotech,
Neisseria meningitidis serogroup b recombinant lp2086 a05 protein variant antigen,biotech,
Neisseria meningitidis serogroup b recombinant lp2086 b01 protein variant antigen,biotech,
Streptococcus pneumoniae type 4 capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 6b capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 9v capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 14 capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 18c capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 19f capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 23f capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 1 capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 3 capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 5 capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 6a capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 7f capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Streptococcus pneumoniae type 19a capsular polysaccharide diphtheria crm197 protein conjugate antigen,biotech,
Human papillomavirus type 6 L1 capsid protein antigen,biotech,
Human papillomavirus type 11 L1 capsid protein antigen,biotech,
Human papillomavirus type 16 L1 capsid protein antigen,biotech,
Human papillomavirus type 18 L1 capsid protein antigen,biotech,
Human papillomavirus type 31 L1 capsid protein antigen,biotech,
Human papillomavirus type 33 L1 capsid protein antigen,biotech,
Human papillomavirus type 45 L1 capsid protein antigen,biotech,
Human papillomavirus type 52 L1 capsid protein antigen,biotech,
Human papillomavirus type 58 L1 capsid protein antigen,biotech,
Measles virus strain enders' attenuated edmonston live antigen,biotech,
Mumps virus strain b level jeryl lynn live antigen,biotech,
Rubella virus vaccine,biotech,
Varicella Zoster Vaccine (Live/Attenuated),biotech,
Streptococcus pneumoniae type 1 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 2 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 3 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 4 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 5 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 6b capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 7f capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 8 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 9n capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 9v capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 10a capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 11a capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 12f capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 14 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 15b capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 17f capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 18c capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 19f capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 19a capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 20 capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 22f capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 23f capsular polysaccharide antigen,biotech,
Streptococcus pneumoniae type 33f capsular polysaccharide antigen,biotech,
Haemophilus influenzae type b capsular polysaccharide meningococcal outer membrane protein conjugate antigen,biotech,
Bacillus calmette-guerin substrain tice live antigen,biotech,
Ginger,biotech,
House dust,biotech,
Acacia longifolia pollen,biotech,
Fraxinus americana pollen,biotech,
Paspalum notatum pollen,biotech,
Fagus grandifolia pollen,biotech,
Cynodon dactylon pollen,biotech,
Betula lenta pollen,biotech,
Poa annua pollen,biotech,
Acer negundo pollen,biotech,
Bromus inermis pollen,biotech,
Xanthium strumarium pollen,biotech,
Zea mays pollen,biotech,
Rumex acetosella pollen,biotech,
Rumex crispus pollen,biotech,
Ulmus americana pollen,biotech,
Ulmus pumila pollen,biotech,
Corylus americana pollen,biotech,
Carya ovata pollen,biotech,
Sorghum halepense pollen,biotech,
Poa pratensis pollen,biotech,
,biotech,
Acer saccharum pollen,biotech,
Festuca pratensis pollen,biotech,
Prosopis juliflora pollen,biotech,
Artemisia vulgaris pollen,biotech,
Morus rubra pollen,biotech,
Quercus agrifolia pollen,biotech,
Quercus virginiana pollen,biotech,
Quercus alba pollen,biotech,
Avena sativa pollen,biotech,
Olea europaea pollen,biotech,
Dactylis glomerata pollen,biotech,
Amaranthus retroflexus pollen,biotech,
Plantago lanceolata pollen,biotech,
Populus alba pollen,biotech,
Ambrosia acanthicarpa pollen,biotech,
Ambrosia artemisiifolia pollen,biotech,
Ambrosia trifida pollen,biotech,
Ambrosia psilostachya pollen,biotech,
Salsola kali pollen,biotech,
Lolium perenne pollen,biotech,
Artemisia tridentata pollen,biotech,
Atriplex wrightii pollen,biotech,
Platanus occidentalis pollen,biotech,
Platanus racemosa pollen,biotech,
Phleum pratense pollen,biotech,
Holcus lanatus pollen,biotech,
Juglans nigra pollen,biotech,
Juglans californica pollen,biotech,
Salix nigra pollen,biotech,
Felis catus skin,biotech,
Dermatophagoides farinae,biotech,
Dermatophagoides pteronyssinus,biotech,
Agrostis gigantea pollen,biotech,
Anthoxanthum odoratum pollen,biotech,
Bos taurus skin,biotech,
Cotton seed,biotech,
Ceiba pentandra fiber,biotech,
Mus musculus skin,biotech,
Orris,biotech,
Rabbit,biotech,
Cavia porcellus skin,biotech,
Periplaneta americana,biotech,
Blatella germanica,biotech,
Solenopsis invicta,biotech,
Gallus gallus feather,biotech,
Anas platyrhynchos feather,biotech,
Anser anser feather,biotech,
Acremonium strictum,biotech,
Alternaria alternata,biotech,
Aspergillus fumigatus,biotech,
Aspergillus niger var. niger,biotech,
Aureobasidium pullulans var. pullutans,biotech,
Botrytis cinerea,biotech,
Candida albicans,biotech,
Chaetomium globosum,biotech,
Cladosporium cladosporioides,biotech,
Cladosporium sphaerospermum,biotech,
Cochliobolus sativus,biotech,
Epicoccum nigrum,biotech,
Fusarium oxysporum vasinfectum,biotech,
Helminthosporium solani,biotech,
Mucor plumbeus,biotech,
Neurospora intermedia,biotech,
Penicillium chrysogenum var. chrysogenum,biotech,
Phoma exigua var. exigua,biotech,
Rhizopus arrhizus var. arrhizus,biotech,
Rhodotorula rubra,biotech,
Ustilago maydis,biotech,
Ustilago tritici,biotech,
Stemphylium solani,biotech,
Trichophyton mentagrophytes,biotech,
Saccharomyces cerevisiae,biotech,
Aspergillus repens,biotech,
Aspergillus terreus,biotech,
Acacia,biotech,
Ailanthus altissima pollen,biotech,
Alnus incana subsp. rugosa pollen,biotech,
Medicago sativa pollen,biotech,
Fraxinus velutina pollen,biotech,
Populus tremuloides pollen,biotech,
Morella cerifera pollen,biotech,
Betula nigra pollen,biotech,
Amaranthus palmeri pollen,biotech,
Juniperus ashei pollen,biotech,
Juniperus virginiana pollen,biotech,
Xanthium strumarium var. canadense pollen,biotech,
Populus deltoides pollen,biotech,
Populus fremontii pollen,biotech,
Populus deltoides subsp. monilifera pollen,biotech,
Cupressus arizonica pollen,biotech,
Taxodium distichum pollen,biotech,
Eupatorium capillifolium pollen,biotech,
Ulmus crassifolia pollen,biotech,
Eucalyptus globulus pollen,biotech,
Solidago canadensis pollen,biotech,
Celtis occidentalis pollen,biotech,
Juniperus californica pollen,biotech,
Robinia pseudoacacia pollen,biotech,
Acer rubrum pollen,biotech,
Melaleuca quinquenervia pollen,biotech,
Chenopodium ambrosioides pollen,biotech,
Morus alba pollen,biotech,
Quercus rubra pollen,biotech,
Syagrus romanzoffiana pollen,biotech,
Schinus molle pollen,biotech,
Amaranthus spinosus pollen,biotech,
Casuarina equisetifolia pollen,biotech,
Pinus strobus pollen,biotech,
Pinus echinata pollen,biotech,
Ligustrum vulgare pollen,biotech,
Elymus repens pollen,biotech,
Ambrosia tenuifolia pollen,biotech,
Ambrosia bidentata pollen,biotech,
Artemisia frigida pollen,biotech,
Distichlis spicata pollen,biotech,
Liquidambar styraciflua pollen,biotech,
Juglans regia pollen,biotech,
Triticum aestivum pollen,biotech,
Felis catus hair,biotech,
Almond,biotech,
Apple,biotech,
Apricot,biotech,
Asparagus,biotech,
Avocado,biotech,
Banana,biotech,
Barley,biotech,
String bean,biotech,
Beef,biotech,
Brazil nut,biotech,
Broccoli,biotech,
Buckwheat,biotech,
Cabbage,biotech,
Cantaloupe,biotech,
Carrot,biotech,
Casein,biotech,
Celery,biotech,
Cherry,biotech,
Chicken,biotech,
Cinnamon,biotech,
Coconut,biotech,
Coffee bean,biotech,
Crab,biotech,
Cucumber,biotech,
Egg white,biotech,
Egg,biotech,
Egg yolk,biotech,
Flounder,biotech,
Garlic,biotech,
Grape,biotech,
Grapefruit,biotech,
Karaya gum,biotech,
Honeydew melon,biotech,
Lamb,biotech,
Lemon,biotech,
Lettuce,biotech,
Lima bean,biotech,
Lobster,biotech,
Goat milk,biotech,
Cow milk,biotech,
Cultivated mushroom,biotech,
Mustard seed,biotech,
Oat,biotech,
Black olive,biotech,
Onion,biotech,
Orange,biotech,
Oyster,biotech,
Pea,biotech,
Peach,biotech,
Peanut,biotech,
Pear,biotech,
Pecan,biotech,
Green bell pepper,biotech,
Black pepper,biotech,
Pineapple,biotech,
Pistachio,biotech,
Plum,biotech,
Pork,biotech,
Potato,biotech,
Rice,biotech,
Rye,biotech,
Sesame seed,biotech,
Shrimp,biotech,
Soybean,biotech,
Spinach,biotech,
Squash,biotech,
Strawberry,biotech,
Corn,biotech,
Tomato,biotech,
Tuna,biotech,
Turkey,biotech,
Vanilla,biotech,
English walnut,biotech,
Watermelon,biotech,
Wheat,biotech,
Tea leaf,biotech,
Khuskia oryzae,biotech,
Artemisia annua pollen,biotech,
Clostridium tetani toxoid antigen (formaldehyde inactivated),biotech,
Meriones unguiculatus skin,biotech,
Capra hircus skin,biotech,
Mesocricetus auratus skin,biotech,
Sus scrofa skin,biotech,
Oryctolagus cuniculus skin,biotech,
Rattus norvegicus skin,biotech,
Bombyx mori fiber,biotech,
Duck,biotech,
Allergenic extract- beef liver,biotech,
Veal,biotech,
Bluefish,biotech,
Common carp,biotech,
Haddock,biotech,
Pacific halibut,biotech,
Herring,biotech,
Mackerel,biotech,
Northern pike,biotech,
Red snapper,biotech,
Atlantic salmon,biotech,
European pilchard,biotech,
Scallop,biotech,
Smelt,biotech,
Swordfish,biotech,
Trout,biotech,
White fish,biotech,
Blackberry,biotech,
Blueberry,biotech,
Sour cherry,biotech,
Cranberry,biotech,
Date,biotech,
Fig,biotech,
Wine grape,biotech,
Lime (citrus),biotech,
Raspberry,biotech,
Tangerine,biotech,
Artichoke,biotech,
Kidney bean,biotech,
Beet,biotech,
Kiwi fruit,biotech,
Brussels sprout,biotech,
Cauliflower,biotech,
Eggplant,biotech,
Lentil,biotech,
Green olive,biotech,
Parsley,biotech,
Sweet potato,biotech,
Raphanus sativus,biotech,
Rhubarb,biotech,
Turnip,biotech,
Cashew,biotech,
Hazelnut,biotech,
Macadamia nut,biotech,
Nectarine,biotech,
Mango,biotech,
Papaya,biotech,
Leek,biotech,
Okra,biotech,
Parsnip,biotech,
Chickpea,biotech,
Black-eyed pea,biotech,
Watercress,biotech,
Arabica coffee bean,biotech,
Tragacanth,biotech,
Allspice,biotech,
Laurus nobilis,biotech,
Caraway seed,biotech,
Clove,biotech,
Dill,biotech,
Horseradish,biotech,
Licorice,biotech,
Nutmeg,biotech,
Oregano,biotech,
Paprika,biotech,
White pepper,biotech,
Poppy seed,biotech,
Spearmint,biotech,
Wheat bran,biotech,
American chestnut,biotech,
Hops,biotech,
Musca domestica,biotech,
Ctenocephalides canis,biotech,
Aedes taeniorhynchus,biotech,
Ctenocephalides felis,biotech,
Aspergillus flavus,biotech,
Eurotium herbariorum,biotech,
Trichothecium roseum,biotech,
Curvularia inaequalis,biotech,
Fusarium compactum,biotech,
Geotrichum candidum,biotech,
Phoma glomerata,biotech,
Rhodotorula mucilaginosa,biotech,
Stemphylium sarciniforme,biotech,
Trichoderma harzianum,biotech,
Ustilago avenae,biotech,
Puccinia graminis,biotech,
Cotton,biotech,
Flax seed,biotech,
Tobacco leaf,biotech,
Corcorus capsularis fiber,biotech,
Agave sisalana fiber,biotech,
Poa compressa pollen,biotech,
Phalaris arundinacea pollen,biotech,
Bouteloua gracilis pollen,biotech,
Urochloa mutica pollen,biotech,
Secale cereale pollen,biotech,
Leymus condensatus pollen,biotech,
Pascopyrum smithii pollen,biotech,
Acacia baileyana pollen,biotech,
Alnus rubra pollen,biotech,
Alnus rhombifolia pollen,biotech,
Fraxinus latifolia pollen,biotech,
Betula populifolia pollen,biotech,
Tamarix gallica pollen,biotech,
Juniperus monosperma pollen,biotech,
Juniperus pinchotii pollen,biotech,
Juniperus scopulorum pollen,biotech,
Juniperus osteosperma pollen,biotech,
Juniperus occidentalis pollen,biotech,
Tilia americana pollen,biotech,
Mangifera indica pollen,biotech,
Acer macrophyllum pollen,biotech,
Acer saccharinum pollen,biotech,
Broussonetia papyrifera pollen,biotech,
Quercus velutina pollen,biotech,
Quercus macrocarpa pollen,biotech,
Quercus kelloggii pollen,biotech,
Quercus gambelii pollen,biotech,
Quercus lobata pollen,biotech,
Quercus nigra pollen,biotech,
Citrus sinensis pollen,biotech,
Pinus taeda pollen,biotech,
Pinus palustris pollen,biotech,
Pinus ponderosa pollen,biotech,
Pinus elliottii pollen,biotech,
Pinus virginiana pollen,biotech,
Pinus monticola pollen,biotech,
Populus nigra pollen,biotech,
Elaeagnus angustifolia pollen,biotech,
Salix lasiolepis pollen,biotech,
Salix discolor pollen,biotech,
Populus balsamifera subsp. trichocarpa pollen,biotech,
Taraxacum officinale pollen,biotech,
Atriplex polycarpa pollen,biotech,
Baccharis halimifolia pollen,biotech,
Hymenoclea salsola pollen,biotech,
Allenrolfea occidentalis pollen,biotech,
Atriplex lentiformis pollen,biotech,
Artemisia douglasiana pollen,biotech,
Artemisia ludoviciana pollen,biotech,
Urtica dioica pollen,biotech,
Iva axillaris pollen,biotech,
Ambrosia deltoidea pollen,biotech,
Sarcobatus vermiculatus pollen,biotech,
Atriplex canescens pollen,biotech,
Artemisia absinthium pollen,biotech,
Foreskin fibroblast (neonatal),biotech,
Bovine type I collagen,biotech,
Foreskin keratinocyte (neonatal),biotech,
Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated),biotech,
Bordetella pertussis pertactin antigen,biotech,
Bordetella pertussis fimbriae 2/3 antigen,biotech,
Influenza A virus A/california/7/2009 x-179a (H1N1) antigen (formaldehyde inactivated),biotech,
Influenza A virus A/switzerland/9715293/2013 nib-88 (H3N2) antigen (formaldehyde inactivated),biotech,
Influenza B virus B/phuket/3073/2013 antigen (formaldehyde inactivated),biotech,
Poliovirus type 1 antigen (formaldehyde inactivated),biotech,
Poliovirus type 2 antigen (formaldehyde inactivated),biotech,
Poliovirus type 3 antigen (formaldehyde inactivated),biotech,
Neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen,biotech,
Neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen,biotech,
Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen,biotech,
Neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen,biotech,
Influenza a virus a/california/7/2009(h1n1)-like antigen (formaldehyde inactivated),biotech,
Salmonella typhi ty2 vi polysaccharide antigen,biotech,
Bacillus calmette-guerin substrain connaught live antigen,biotech,
Yellow Fever Vaccine,biotech,
Candida tropicalis,biotech,
Mucor racemosus,biotech,
Penicillium camemberti,biotech,
Penicillium expansum,biotech,
Penicillium italicum,biotech,
Penicillium roqueforti,biotech,
Phoma destructiva,biotech,
Rhizopus stolonifer,biotech,
Fraxinus pennsylvanica pollen,biotech,
Atriplex confertifolia pollen,biotech,
Passalora fulva,biotech,
Cochliobolus spicifer,biotech,
Myrothecium verrucaria,biotech,
Hypomyces perniciosus,biotech,
Neurospora crassa,biotech,
Paecilomyces variotii,biotech,
Microascus brevicaulis,biotech,
Colletotrichum coccodes,biotech,
Pleospora herbarum,biotech,
Streptomyces griseus,biotech,
Trichoderma viride,biotech,
Trichophyton schoenleinii,biotech,
Basil,biotech,
Mung bean,biotech,
Betula papyrifera pollen,biotech,
Betula occidentalis pollen,biotech,
Betula alleghaniensis pollen,biotech,
Ustilago cynodontis,biotech,
Ustilago nuda hordei,biotech,
Bromus secalinus pollen,biotech,
Beta vulgaris pollen,biotech,
Chenopodium botrys pollen,biotech,
Mycocladus corymbiferus,biotech,
Acrothecium robustum,biotech,
Humicola grisea,biotech,
Microsporum audouinii,biotech,
Microsporum canis,biotech,
Apiospora montagnei,biotech,
Phycomyces blakesleeanus,biotech,
Sporotrichum pruinosum,biotech,
Stachybotrys chartarum,biotech,
Syncephalastrum racemosum,biotech,
Tetracoccosporium paxianum,biotech,
Verticillium albo-atrum,biotech,
White catfish,biotech,
Carob,biotech,
Sweet cherry,biotech,
Bos taurus hair,biotech,
Serinus canaria feather,biotech,
Melilotus albus pollen,biotech,
Melilotus officinalis pollen,biotech,
Typha latifolia pollen,biotech,
Atlantic cod,biotech,
Red currant,biotech,
Cumin,biotech,
Cladosporium herbarum,biotech,
Acheta domesticus,biotech,
Canis lupus familiaris hair,biotech,
Odocoileus virginianus hair,biotech,
Grain mill dust,biotech,
Epidermophyton floccosum,biotech,
Ambrosia dumosa pollen,biotech,
Ambrosia confertiflora pollen,biotech,
Sporisorium cruentum,biotech,
Goose,biotech,
Concord grape,biotech,
Capra hircus hair,biotech,
Cavia porcellus hair,biotech,
Arrhenatherum elatius pollen,biotech,
Equus caballus hair,biotech,
Sus scrofa hair,biotech,
Carya cordiformis pollen,biotech,
Carya glabra pollen,biotech,
Millet seed,biotech,
Mustard greens,biotech,
Quercus palustris pollen,biotech,
Quercus stellata pollen,biotech,
Quercus garryana pollen,biotech,
Red bell pepper,biotech,
Perch,biotech,
Pumpkin,biotech,
Melopsittacus undulatus feather,biotech,
Pinus contorta pollen,biotech,
Pinus sylvestris pollen,biotech,
Pinus rigida pollen,biotech,
Chili pepper,biotech,
Oryctolagus cuniculus hair,biotech,
Sequoia sempervirens pollen,biotech,
Rumex obtusifolius pollen,biotech,
Rumex altissimus pollen,biotech,
Rumex salicifolius var. mexicanus pollen,biotech,
Sitotroga cerealella,biotech,
English sole,biotech,
Safflower,biotech,
Sugarcane,biotech,
Sunflower seed,biotech,
Platanus hybrida pollen,biotech,
Artemisia californica pollen,biotech,
Helianthus annuus pollen,biotech,
